EventID,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actors
140,Blue Jasmine,2013,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
141,Blue Jasmine,2013,Marina Blvd from Leguna to Baker,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
142,Blue Jasmine,2013,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
143,Blue Jasmine,2013,200 Post St. ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
144,Blue Jasmine,2013,2179 48th Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
145,Blue Jasmine,2013,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
146,Blue Jasmine,2013,303-305 S. Van Ness,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
147,Blue Jasmine,2013,3563 20th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
148,Blue Jasmine,2013,Taylor & Green St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
149,Blue Jasmine,2013,Grant & Washington St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
150,Blue Jasmine,2013,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
151,Blue Jasmine,2013,1138 Alabama St,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
152,Blue Jasmine,2013,South Park,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
153,Blue Jasmine,2013,2915 16th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
154,Blue Jasmine,2013,Trolly Car from Market and 11th,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
155,Blue Jasmine,2013,Aub Zam Zam Bar,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
156,Blue Jasmine,2013,790 Ulloa ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
157,Blue Jasmine,2013,SFO International Airport Terminal 3,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
158,Blue Jasmine,2013,2178 Palou Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard"
159,Boys and Girls,2000,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
160,Boys and Girls,2000,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
161,Boys and Girls,2000,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
162,Boys and Girls,2000,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
163,Boys and Girls,2000,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
164,Boys and Girls,2000,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
165,Boys and Girls,2000,Lombard Street,Lombard Street is not actually the crookedest in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
166,Boys and Girls,2000,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
167,Boys and Girls,2000,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
168,Boys and Girls,2000,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
169,Boys and Girls,2000,628 Cole Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
170,Boys and Girls,2000,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr., Alyson Hannigan"
171,Broken-A Modern Love Story ,2010,0-100 block Halleck Street,,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,
172,Broken-A Modern Love Story ,2010,Ina Coolbrith Park (1700 Taylor Street),,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,
173,Bullitt,1968,Filbert & Taylor Streets (Russian Hill),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Suzi Mandell"
174,Bullitt,1968,Bayshore Blvd near Cesar Chavez (Bayview),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
175,Bullitt,1968,Taylor & Vallejo Streets (Russian Hill),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Don Harvey"
176,Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset"
177,Bullitt,1968,McClaren Park (Vistacon Valley),"McClaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.",Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset"
178,Bullitt,1968,Mark Hopkins Hotel (999 California Street),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Liz Phair"
179,Bullitt,1968,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Danny Aiello"
180,Bullitt,1968,Mansell & University Streets (Vistacon Valley),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Danny Aiello"
181,Bullitt,1968,Larkin & Francisco Streets (Russian Hill),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Danny Aiello"
182,Bullitt,1968,Larkin & Chestnut Streets (Russian Hill),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset"
183,Bullitt,1968,Kennedy Hotel (226 Embarcadero at Howard Street),Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Colin Friels"
184,Bullitt,1968,John Muir Drive (Lake Merced),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Colin Friels"
185,Bullitt,1968,Intersection of York & Peralta (Bernal Heights),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Colin Friels"
186,Bullitt,1968,Enrico's Caf̩ (504 Broadway),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Samantha Weaver"
187,Bullitt,1968,Columbus & Lombard Streets (North Beach),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
188,Bullitt,1968,Cesar Chavez & Mission Street (Mission),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
189,Bullitt,1968,Candlestick Park (602 Jamestown Ave.),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
190,Bullitt,1968,Caf̩ Cantata (2040 Union Street),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
191,Bullitt,1968,Brocklebank Apartments (1000 Mason Street),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Dermot Mulroney"
192,Bullitt,1968,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset"
193,Bullitt,1968,2700 Vallejo Street (Pacific Heights),,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset"
194,Bullitt,1968,20th & Vermont Streets (Potrero Hill),The crookedest street in San Fransisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Luther Adler"
195,Bullitt,1968,1153-57 Taylor Street,"Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)",Warner Brothers / Seven Arts,Warner Bros.,Peter Yates,Alan R. Trustman,"Steve McQueen, Jacqueline Bisset, Luther Adler"
196,Burglar,1987,Green Valley Restaurant (510 Green Street Near Grant),,Warner Bros. Pictures,Warner Bros.,Hugh Wilson,Joseph Loeb III,"Whoopi Goldberg, Bobcat Goldwait, Luther Adler"
197,Burglar,1987,1627 Haight Street,,Warner Bros. Pictures,Warner Bros.,Hugh Wilson,Joseph Loeb III,"Whoopi Goldberg, Bobcat Goldwait, Luther Adler"
198,Burglar,1987,1400 18th Street,,Warner Bros. Pictures,Warner Bros.,Hugh Wilson,Joseph Loeb III,"Whoopi Goldberg, Bobcat Goldwait, Luther Adler"
199,Burglar,1987,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Warner Bros. Pictures,Warner Bros.,Hugh Wilson,Joseph Loeb III,"Whoopi Goldberg, Bobcat Goldwait, Luther Adler"
200,By Hook or By Crook,2001,"Royan Hotel (405 Valencia Street, Mission District)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard   Luther Adler
201,By Hook or By Crook,2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard   Luther Adler
202,By Hook or By Crook,2001,The Lexington Club (3464 19th Street at Lexington),,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard   Luther Adler
203,Can't Stop the Music,1980,101 Henry Adams Place,,EMI Films,Associated Film Distribution (AFD),Nancy Walker,Allan Carr,
204,Cardinal X,2015,119 Utah,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
205,Cardinal X,2015,100 Alemany Blvd.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
206,Cardinal X,2015,812 22nd St. and Tennessee,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
207,Cardinal X,2015,3639 Taraval St,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
208,Cardinal X,2015,1458 33rd Ave.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
209,Cardinal X,2015,Lyon at Chestnut St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
210,Cardinal X,2015,1559 Underwood Avenue between Lane and Keith,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
211,Cardinal X,2015,1465 Revere Avenue between Keith and Jennings,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
212,Cardinal X,2015,1601 Lane St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
213,Cardinal X,2015,420 Mason St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,"Annie Q, Francesca Eastwood, Pierson Fode"
214,Casualties of War,1989,Mission Delores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetary until 1894 when San Francisco prohibited all burials within city limits.The graves were moved to Colma, CA.",Columbia Pictures,Columbia Pictures,Brian DePalma,Daniel Lang,"Michael J. Fox, Sean Penn"
215,Chan is Missing,1982,"Li Po (916 Grant Avenue at Washington, Chinatown)",,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,
216,Chan is Missing,1982,Golden Dragon Restaurant (816 Washington Street at Grant),,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,
217,Cherish,2002,387 Fair Oaks at 25th Street,,3 Ring Circus Films,Fine Line Features,Finn Taylor,Finn Taylor,"Brad Hunt, Robin Tunney, Brian Cox"
218,Chu Chu and the Philly Flash,1981,22nd and Carolina Streets (Potrero Hill),,Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,"Alan Arkin, Carol Burnett"
219,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,"Alan Arkin, Carol Burnett"
220,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,"Alan Arkin, Carol Burnett"
221,City of Angels,1998,San Francisco Public Library Main Branch (100 Larkin Street),,Atlas Entertainment,Warner Bros.,Brad Silberling,Dana Stevens,"Nicholas Cage, Meg Ryan"
222,Class Action,1991,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Interscope Communications,Twentieth Century Fox,Michael Apted,Carolyn Shelby,"Gene Hackman, Mary Elizabeth Mastrantonio"
223,Class Action,1991,"Mission Delores (3321 16th Street, Mision District)","Mission Delores' official name is Mission San Francisco de Asis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Interscope Communications,Twentieth Century Fox,Michael Apted,Carolyn Shelby,"Gene Hackman, Mary Elizabeth Mastrantonio"
224,Class Action,1991,Bix Restaurant (56 Gold Street),,Interscope Communications,Twentieth Century Fox,Michael Apted,Carolyn Shelby,"Gene Hackman, Mary Elizabeth Mastrantonio"
225,Common Threads: Stories From the Quilt,1989,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Home Box Office (HBO),Direct Cinema Limited,Rob Epstein,Jeffrey Friedman,"Sara Lewinstein, David Mandell"
226,Confessions of a Burning Man,2003,,,Hotbed Media,Windline Films,Paul Barnett,N/A,"Kevin Epps, Anna Getty"
227,Copycat,1995,82 & 67 Rico Way (Marina District),,Regency Enterprises,Warner Bros.,Jon Amiel,Ann Biderman,"Sigourney Weaver, Holly Hunter"
228,Copycat,1995,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Regency Enterprises,Warner Bros.,Jon Amiel,Ann Biderman,"Sigourney Weaver, Holly Hunter"
229,Copycat,1995,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area ���Los Pechos de la Chola�۝ or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Regency Enterprises,Warner Bros.,Jon Amiel,Ann Biderman,"Sigourney Weaver, Holly Hunter"
230,Copycat,1995,Sound Factory (1st and Harrison Streets),,Regency Enterprises,Warner Bros.,Jon Amiel,Ann Biderman,"Sigourney Weaver, Holly Hunter"
